chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_celltype_chimp	Bonferroni_celltype_human	Bonferroni_celltype_macaq
chr4	186071139	186071486	OD_hyper	OD_hyper	348	9	79.054612636099	0.7663	0.9355	0.7619	0.9578	0.6685	0.9527	2.4078397274314e-12	4.40379892101388e-31	7.82985753242167e-55
chr3	155516727	155517082	OD_hyper	OD_hyper	356	6	79.0501263700726	0.5751	0.8723	0.5604	0.7938	0.401	0.8846	6.42856044421493e-12	1.32223187266716e-67	9.78593766202893e-92
chr1	85123767	85124442	OD_hyper	OD_hyper	676	6	79.0475158250187	0.7128	0.9665	0.8047	0.9679	0.565	0.9468	3.45756440958284e-12	1.77516292268244e-54	1.31691141639782e-59
chr2	227006729	227007994	OD_hyper	OD_hyper	1266	5	79.0425764152676	0.5132	0.937	0.5928	0.9072	0.3907	0.9067	1.03265679920386e-11	2.14435938257609e-126	1.10783658722254e-126
chr12	93929906	93931352	OD_hyper	OD_hyper	1447	6	79.0364396437006	0.3377	0.5863	0.4195	0.723	0.2552	0.8175	3.69966344878523e-33	2.80364782312417e-35	9.49915644512557e-134
chr12	126337727	126339352	OD_hyper	OD_hyper	1626	6	79.0321261148005	0.6315	0.9527	0.6922	0.9397	0.7991	0.957	1.03131753163085e-21	1.27596117089462e-97	1.85329221394434e-79
chr2	7862518	7862865	OD_hyper	OD_hyper	348	7	79.0160924771741	0.7913	0.9593	0.7601	0.9674	0.6864	0.9664	3.32102884302692e-23	4.23016350075068e-29	1.11200169738634e-86
chr12	50578904	50579799	OD_hyper	OD_hyper	896	9	79.0159186958146	0.367	0.5915	0.4982	0.713	0.3613	0.5272	7.2836369374773e-16	3.78067923394333e-34	3.78495002501143e-22
chr11	19850516	19850861	OD_hyper	OD_hyper	346	4	79.0035003277734	0.4056	0.9311	0.5492	0.9156	0.452	0.9607	6.66452452289317e-37	1.65686839212283e-155	1.17805620352138e-29
chr17	78778603	78779548	OD_hyper	OD_hyper	946	7	78.996801380204	0.4675	0.8748	0.7619	0.9174	0.7275	0.8895	4.77470845361239e-10	2.35660412124204e-49	9.35948879062196e-10
chr19	49482317	49482795	OD_hyper	OD_hyper	479	8	78.9939460901187	0.457	0.8518	0.7939	0.966	0.5999	0.8066	4.69740891203721e-32	7.90951352788223e-46	2.60818465913803e-27
chr1	34233400	34234433	OD_hyper	OD_hyper	1034	6	78.9784095672303	0.5576	0.9061	0.5695	0.8988	0.6376	0.9338	1.90140453978269e-13	2.07983784876223e-51	1.72813082336008e-33
chr3	71734194	71734904	OD_hyper	OD_hyper	711	6	78.9756778190111	0.4998	0.8323	0.5392	0.8547	0.5399	0.8035	2.54137664218902e-61	1.7497027592483e-57	7.37883075720428e-26
chr12	123632949	123633392	OD_hyper	OD_hyper	444	6	78.9752553035731	0.5861	0.9405	0.662	0.9337	0.7546	0.9113	1.67523038787034e-21	2.86534434762953e-79	7.95854608392327e-30
chr17	61315634	61316346	OD_hyper	OD_hyper	713	5	78.9615331670226	0.6396	0.9623	0.788	0.9649	0.6935	0.9502	8.61522872171878e-49	1.86290672309325e-98	5.90261703417632e-45
chr18	29889510	29890685	OD_hyper	OD_hyper	1176	9	78.9556496063373	0.2658	0.5738	0.4299	0.6024	0.4367	0.6493	5.04444823993031e-43	1.12781319451626e-26	6.21156142480569e-13
chr9	87413655	87415053	OD_hyper	OD_hyper	1399	7	78.9484794847847	0.5828	0.8402	0.6174	0.8821	0.7133	0.9197	2.24508014848914e-26	1.22760879078283e-32	4.13594759503214e-51
chr18	2654437	2654819	OD_hyper	OD_hyper	383	8	78.9476082816013	0.2842	0.5182	0.3298	0.6407	0.2316	0.4889	9.33690326792958e-23	3.85153643962172e-36	2.00047772631131e-61
chr16	57389261	57389680	OD_hyper	OD_hyper	420	5	78.943988729667	0.3822	0.9002	0.4894	0.9413	0.3606	0.8688	5.45401615094897e-31	2.00991908198461e-46	1.26531666368107e-62
chr2	25138879	25142391	OD_hyper	OD_hyper	3513	7	78.9367044010783	0.4843	0.8537	0.7398	0.9118	0.5404	0.8155	6.82266151692213e-21	2.43024043438162e-89	4.9035085724401e-55
chr13	36642215	36644393	OD_hyper	OD_hyper	2179	5	78.931698326477	0.4976	0.8457	0.562	0.8042	0.3827	0.6911	2.07212968672254e-14	9.30415779797062e-49	3.47796009031423e-75
chr7	29959058	29960090	OD_hyper	OD_hyper	1033	8	78.9250079987116	0.5946	0.8182	0.5374	0.7508	0.4246	0.7805	1.92182238040045e-13	1.19115265773461e-44	2.65963035043437e-60
chr17	31371892	31372959	OD_hyper	OD_hyper	1068	7	78.91042892438	0.7006	0.9004	0.7128	0.9415	0.7314	0.9246	1.40405887852866e-22	2.92106845584769e-39	6.94480704509094e-12
chr12	99351419	99352180	OD_hyper	OD_hyper	762	4	78.9099439556341	0.5516	0.9577	0.5772	0.9406	0.5489	0.7292	1.0370942771153e-23	9.43389907641703e-102	6.18746747968547e-20
chr16	72367418	72367996	OD_hyper	OD_hyper	579	6	78.9087482906852	0.68	0.9496	0.7153	0.9382	0.7786	0.9462	5.40317115443179e-18	1.50281051147847e-17	3.06153784263475e-07
chr5	88423178	88424086	OD_hyper	OD_hyper	909	6	78.9063364147007	0.7006	0.9311	0.7685	0.935	0.6009	0.7956	3.2458806079939e-22	5.64253674832873e-28	1.3102446513677e-25
chr11	64062488	64063049	OD_hyper	OD_hyper	562	5	78.8985415391094	0.4438	0.9112	0.5282	0.9124	0.5678	0.9457	1.09544838136255e-10	4.62845348354309e-65	2.72512745469067e-141
chr17	28641886	28644329	OD_hyper	OD_hyper	2444	10	78.8967212402716	0.661	0.8924	0.6333	0.875	0.6111	0.8629	6.64589774220293e-21	1.21815696898562e-27	9.50317323302676e-59
chr16	27963141	27963564	OD_hyper	OD_hyper	424	5	78.8957634409121	0.4652	0.8975	0.5355	0.9151	0.5905	0.8673	2.09568493651172e-15	9.94497891084235e-94	3.10007443853158e-47
chr17	33930776	33931193	OD_hyper	OD_hyper	418	7	78.8921106596833	0.679	0.8752	0.5345	0.8838	0.4905	0.8781	3.90778221348627e-26	6.61338009342777e-21	2.17938548769868e-14
chr11	12084438	12085355	OD_hyper	OD_hyper	918	4	78.8864824952906	0.6035	0.9707	0.5228	0.9584	0.4656	0.9033	5.31133002380432e-74	5.59817543731408e-53	6.78103857611832e-204
chr14	71268220	71268664	OD_hyper	OD_hyper	445	5	78.8783934101427	0.5425	0.9259	0.4591	0.926	0.3942	0.9428	3.13049761144823e-17	3.87390777461512e-51	5.59602560711294e-44
chr16	21999108	21999431	OD_hyper	OD_hyper	324	9	78.8758728353553	0.7133	0.9619	0.742	0.9174	0.6806	0.9391	3.53561179516137e-06	2.66562511709249e-96	1.16208108308644e-17
chr2	2832331	2834238	OD_hyper	OD_hyper	1908	6	78.8721689199446	0.2793	0.6466	0.6303	0.8962	0.3253	0.7326	1.75482568078524e-19	1.36364394473886e-54	3.04103923288726e-63
chr10	68053999	68054568	OD_hyper	OD_hyper	570	4	78.8720189186022	0.5104	0.9449	0.562	0.9528	0.7106	0.9226	4.97557633619281e-27	4.27521011404031e-68	1.12063900615259e-32
chr2	230688959	230689869	OD_hyper	OD_hyper	911	6	78.8564402049963	0.6649	0.9208	0.7517	0.9274	0.7266	0.9601	1.75701306070028e-18	3.78194520783525e-55	1.01662181260282e-42
chr13	105330332	105331117	OD_hyper	OD_hyper	786	5	78.8512964189642	0.6311	0.9581	0.7169	0.9598	0.6418	0.8829	3.48155358213285e-11	2.95840475392064e-115	2.0056171237031e-22
chr8	131325548	131326986	OD_hyper	OD_hyper	1439	8	78.8499188055748	0.548	0.7386	0.5471	0.759	0.3539	0.714	1.67004030864147e-12	5.92248949760996e-24	1.2411088612863e-145
chr4	87071993	87072525	OD_hyper	OD_hyper	533	7	78.8432930226896	0.7212	0.9235	0.4705	0.8986	0.6474	0.9262	7.91410378052339e-48	5.74953231046079e-62	1.77430715890995e-33
chr6	118499480	118501091	OD_hyper	OD_hyper	1612	6	78.8383337757785	0.5677	0.893	0.4701	0.7678	0.5287	0.9168	1.43411597506778e-15	2.48784017007896e-59	5.97020831721224e-56
chr7	106618634	106619774	OD_hyper	OD_hyper	1141	9	78.8305645335882	0.512	0.7685	0.479	0.6846	0.5738	0.7644	1.99117673525563e-06	2.11042083003071e-18	3.0305680019322e-18
chr17	79022135	79025427	OD_hyper	OD_hyper	3293	6	78.8222704257236	0.4633	0.8735	0.6474	0.8983	0.5916	0.9175	2.85927646436495e-09	2.54906529351801e-40	1.04203985218547e-36
chr4	148729136	148730455	OD_hyper	OD_hyper	1320	6	78.8092491473489	0.5921	0.8952	0.7072	0.9299	0.6074	0.8931	3.15025200830497e-15	9.63512369839964e-106	1.38333220649948e-41
chr2	14487687	14489016	OD_hyper	OD_hyper	1330	9	78.7974272276568	0.4805	0.7588	0.5353	0.7208	0.5419	0.7868	0.00133599118579749	3.4385518837481e-26	1.70634954430337e-27
chr12	104070824	104071383	OD_hyper	OD_hyper	560	6	78.7571587115865	0.4299	0.8388	0.6664	0.8887	0.7209	0.9094	3.15796307536393e-21	2.84787677953024e-23	1.45240368771572e-33
chr14	90876285	90877259	OD_hyper	OD_hyper	975	7	78.7436346449833	0.6842	0.9235	0.6603	0.929	0.3842	0.9571	1.02382718765849e-14	5.01747146252089e-36	7.45977893039695e-160
chr15	33299396	33300189	OD_hyper	OD_hyper	794	6	78.7344001952914	0.3366	0.6147	0.3845	0.7067	0.2861	0.5666	1.10840735546773e-11	9.22466455126602e-47	5.96057998681544e-40
chr9	79933098	79933546	OD_hyper	OD_hyper	449	5	78.7161168095812	0.5875	0.9608	0.7001	0.9526	0.3765	0.9032	8.14230994341999e-19	1.82832608521852e-48	2.58363074446636e-63
chr12	19667636	19668450	OD_hyper	OD_hyper	815	5	78.6966231297303	0.5285	0.9094	0.5955	0.9248	0.6374	0.926	6.29426889784902e-17	4.54458803873917e-48	9.54118317195035e-52
chr3	43211746	43213384	OD_hyper	OD_hyper	1639	8	78.6808091944208	0.5543	0.9012	0.6883	0.8873	0.4328	0.9304	1.33652758918853e-06	2.98084595224497e-62	8.00844654966279e-60
chr1	29157893	29158071	OD_hyper	OD_hyper	179	4	78.6716230022051	0.2763	0.9308	0.3775	0.9446	0.3804	0.963	4.55191225556881e-24	2.31891348244566e-44	1.15830112073757e-61
chr22	21142958	21143640	OD_hyper	OD_hyper	683	6	78.6698615159696	0.4138	0.7386	0.5075	0.8487	0.3571	0.9467	1.89901256898017e-13	4.41629226356061e-50	9.37849774883683e-184
chr1	161805414	161806762	OD_hyper	OD_hyper	1349	7	78.6686493556471	0.6837	0.9436	0.636	0.9364	0.6215	0.945	2.8925665608215e-17	6.52463969773754e-41	5.33294903091184e-88
chr9	18705431	18705748	OD_hyper	OD_hyper	318	4	78.6632189367291	0.6324	0.9525	0.6348	0.9552	0.6242	0.9546	3.85500098821909e-47	2.05935438267428e-99	5.57745855377136e-47
chr16	14130956	14131634	OD_hyper	OD_hyper	679	6	78.6621453880395	0.5717	0.9374	0.629	0.9497	0.5388	0.9495	2.21949646062654e-43	6.95879398842329e-105	2.8405171970185e-186
chr4	82009524	82010133	OD_hyper	OD_hyper	610	4	78.6613502218363	0.5824	0.9406	0.4913	0.9409	0.3918	0.9069	1.71592333465973e-30	5.35371180722409e-86	1.62937242935771e-115
chr12	96185500	96186199	OD_hyper	OD_hyper	700	7	78.6535362155774	0.4165	0.6266	0.4808	0.7136	0.4327	0.78	3.5414810820208e-59	6.10693131662982e-27	8.86625462939168e-39
chr8	94842802	94843677	OD_hyper	OD_hyper	876	6	78.6379290615502	0.6074	0.9497	0.7103	0.9451	0.555	0.9143	5.3522603131985e-19	9.90692909595794e-69	3.84525427677616e-52
chr2	240420976	240422162	OD_hyper	OD_hyper	1187	7	78.6316943401101	0.4719	0.6292	0.4595	0.6957	0.5119	0.7443	3.56509688129461e-06	3.19460180061113e-18	1.31190982983157e-15
chr8	35609282	35609990	OD_hyper	OD_hyper	709	6	78.6254070061369	0.303	0.6374	0.2822	0.6174	0.4701	0.6699	2.54973770750516e-19	2.4939559849695e-30	2.45719461580793e-22
chr2	149819482	149819732	OD_hyper	OD_hyper	251	4	78.6032371157304	0.3728	0.9488	0.3758	0.9392	0.3699	0.9505	3.48252125921331e-26	1.94505382171924e-74	6.28678956809135e-89
chr9	91893732	91893927	OD_hyper	OD_hyper	196	4	78.6019890850119	0.436	0.9547	0.4917	0.9525	0.5618	0.8197	1.39017441703157e-26	1.96743208871214e-71	1.5245375415677e-13
chr14	56139137	56139825	OD_hyper	OD_hyper	689	7	78.6019070978764	0.7747	0.9433	0.7337	0.955	0.7101	0.9491	1.13024912390892e-41	1.28276720567875e-54	9.74074630980373e-65
chr16	11128740	11129199	OD_hyper	OD_hyper	460	5	78.6002879530294	0.6952	0.9703	0.8028	0.9666	0.617	0.8083	6.18508338966544e-43	2.55930258382478e-51	9.57552560655882e-09
chr14	100740556	100741217	OD_hyper	OD_hyper	662	6	78.5986087264466	0.692	0.9401	0.6881	0.8842	0.6194	0.8744	8.87876058907565e-18	6.63065755796906e-46	6.71264139166706e-32
chr16	24505174	24505966	OD_hyper	OD_hyper	793	8	78.5626787486737	0.5851	0.8481	0.6876	0.8472	0.5357	0.7471	0.0068475557318968	3.31450898020363e-44	5.26415265822589e-16
chr7	119825331	119826915	OD_hyper	OD_hyper	1585	7	78.5624246784184	0.6778	0.9364	0.7263	0.9118	0.5491	0.9063	1.5978484358895e-05	4.3102590837504e-77	1.31197456790502e-83
chr18	5599873	5601135	OD_hyper	OD_hyper	1263	6	78.5550876152131	0.455	0.7457	0.3916	0.6527	0.2801	0.4589	3.06747904620983e-18	3.16849573406404e-65	2.52350158669682e-17
chr6	155475007	155475464	OD_hyper	OD_hyper	458	5	78.5530766639207	0.4804	0.8436	0.5067	0.8638	0.5212	0.915	2.10316010744955e-21	6.63803662316565e-80	1.02255273959359e-62
chr13	98059374	98060166	OD_hyper	OD_hyper	793	6	78.5467106094948	0.684	0.9584	0.7132	0.9647	0.5298	0.958	1.57513824620047e-12	7.96333615233697e-40	2.06353671649252e-112
chr11	63457756	63458138	OD_hyper	OD_hyper	383	5	78.5440031088546	0.3845	0.7507	0.6021	0.8372	0.6982	0.8683	4.73770809140083e-21	1.4453113904396e-59	2.53376320159991e-05
chr14	73030420	73030666	OD_hyper	OD_hyper	247	5	78.5363690199199	0.6474	0.9365	0.6854	0.9407	0.741	0.9469	2.1842614867504e-15	1.68757951101409e-79	3.61184864717414e-22
chr9	10608435	10611904	OD_hyper	OD_hyper	3470	8	78.5277065985182	0.3998	0.6154	0.3753	0.6994	0.401	0.8051	3.53514951109391e-16	1.91359821415175e-14	2.84306911240357e-181
chr9	25891841	25893128	OD_hyper	OD_hyper	1288	5	78.5166658364428	0.43	0.8115	0.5786	0.8361	0.4988	0.7062	4.60732813182618e-15	4.41720724006534e-53	4.72739854497479e-32
chr7	110053728	110054386	OD_hyper	OD_hyper	659	5	78.5094657518044	0.6658	0.9431	0.6736	0.9116	0.666	0.9097	5.73205441017415e-22	1.72501844224488e-50	2.93424226660104e-41
chr11	74997953	74998139	OD_hyper	OD_hyper	187	5	78.5088803735369	0.4955	0.9066	0.5744	0.9394	0.5435	0.8961	2.0907401803774e-10	3.54550537315054e-33	5.97015382704896e-73
chr5	71451885	71452801	OD_hyper	OD_hyper	917	6	78.498264645191	0.3319	0.6423	0.4548	0.74	0.4698	0.8192	1.1546766470662e-15	3.25776818112303e-45	6.06981705093358e-27
chr4	97184756	97187420	OD_hyper	OD_hyper	2665	7	78.4913979511088	0.7127	0.9247	0.608	0.9052	0.6592	0.8741	1.2511552311316e-12	2.8313194904641e-57	6.86898043719644e-30
chr22	36179140	36180358	OD_hyper	OD_hyper	1219	7	78.4746911726418	0.7841	0.9418	0.662	0.9069	0.7796	0.9459	2.75633199596966e-38	6.91298135628939e-61	3.58097556601186e-109
chr4	119811407	119813391	OD_hyper	OD_hyper	1985	7	78.4736032220303	0.5205	0.8015	0.5556	0.8458	0.5074	0.6878	1.44232310901125e-07	9.39187061189902e-27	8.92894880801096e-11
chr18	3701263	3702120	OD_hyper	OD_hyper	858	6	78.4717434557137	0.6833	0.9456	0.5286	0.9454	0.4763	0.9203	3.66319027789057e-81	1.56974586002024e-49	4.68895597271406e-114
chr7	78160895	78162037	OD_hyper	OD_hyper	1143	6	78.4492990421165	0.7028	0.9508	0.637	0.9512	0.7114	0.9427	3.12736724161056e-15	1.60150203881532e-79	4.64419759923584e-66
chr1	14571938	14572719	OD_hyper	OD_hyper	782	4	78.4458390091453	0.5211	0.965	0.5308	0.9086	0.7448	0.9693	3.26475430211527e-23	4.37757590434731e-63	7.62934258882966e-22
chr2	7139692	7140254	OD_hyper	OD_hyper	563	5	78.4447895092803	0.602	0.9456	0.5979	0.949	0.4798	0.8623	8.81274486420749e-20	1.49904416648846e-49	1.21940995277186e-65
chr3	45663352	45664028	OD_hyper	OD_hyper	677	7	78.4367036419715	0.718	0.9649	0.7499	0.966	0.6131	0.957	1.42942199782208e-07	2.77204483113579e-87	4.32709804125236e-43
chr13	40242781	40244255	OD_hyper	OD_hyper	1475	6	78.4355737620839	0.5842	0.8792	0.5663	0.9306	0.6153	0.8624	1.62874564545221e-39	1.587373377964e-79	3.24333530711176e-58
chr3	124277385	124278462	OD_hyper	OD_hyper	1078	7	78.4335722538652	0.4551	0.6879	0.3857	0.5986	0.1497	0.6518	4.7585319469401e-14	2.66379394948572e-18	2.10516382772115e-211
chr5	94185839	94186811	OD_hyper	OD_hyper	973	7	78.4327891270768	0.1627	0.3399	0.2071	0.5042	0.124	0.2793	4.02350526156352e-38	1.2627812932412e-46	1.34433190246743e-37
chr18	6119320	6119949	OD_hyper	OD_hyper	630	5	78.4241861046926	0.5361	0.8856	0.5257	0.8065	0.4	0.8092	4.78224435675814e-14	8.30628653146672e-60	9.95774280878827e-34
chr6	42289307	42289837	OD_hyper	OD_hyper	531	4	78.4229498039772	0.5321	0.9575	0.5545	0.8882	0.6174	0.8163	6.06522638596817e-24	4.25581692215111e-153	4.4482137177918e-19
chr15	64207398	64209094	OD_hyper	OD_hyper	1697	7	78.3905293523142	0.4923	0.6549	0.5425	0.7042	0.4506	0.6164	7.08866601574522e-07	3.74413956057217e-09	2.06537066425395e-15
chr4	44762529	44763062	OD_hyper	OD_hyper	534	6	78.3857335732856	0.4099	0.7023	0.4672	0.8034	0.0941	0.4493	4.89851231563955e-13	1.50317169455289e-84	2.36872257495642e-139
chr3	72131200	72131715	OD_hyper	OD_hyper	516	8	78.3750642220692	0.6313	0.8473	0.6376	0.8227	0.7164	0.9313	4.00810225939788e-07	1.56550610572303e-22	3.45887775367398e-30
chr5	66676459	66677169	OD_hyper	OD_hyper	711	5	78.3712295450219	0.6087	0.9081	0.5223	0.9192	0.3692	0.7553	1.75892414202854e-54	7.44285455708326e-61	6.40877510303749e-54
chr1	174775035	174775708	OD_hyper	OD_hyper	674	4	78.3596817029026	0.4463	0.854	0.4912	0.8587	0.5149	0.9006	3.42404347976548e-77	2.39661391337063e-135	2.04607446576159e-155
chr19	15346281	15346869	OD_hyper	OD_hyper	589	7	78.3588130847709	0.6186	0.911	0.6834	0.9359	0.5507	0.7453	9.23234119871378e-26	3.44470440538774e-35	1.20990179671018e-06
chr22	37034412	37035182	OD_hyper	OD_hyper	771	5	78.351002168757	0.5614	0.8775	0.4619	0.8818	0.4039	0.7814	7.53392412190981e-55	5.73646725744573e-40	9.43750716390669e-104
chr5	153688930	153689545	OD_hyper	OD_hyper	616	5	78.3419598995966	0.6199	0.9234	0.597	0.9219	0.3168	0.6305	3.61132527992874e-17	7.92545499274705e-96	1.56432238933424e-10
chr6	42617276	42618041	OD_hyper	OD_hyper	766	6	78.3361236050769	0.5668	0.8667	0.6655	0.8717	0.5104	0.9017	7.82311142783033e-22	1.66368770076315e-51	4.41071040930001e-129
chr4	71792981	71793493	OD_hyper	OD_hyper	513	6	78.3214151372208	0.621	0.9165	0.565	0.8268	0.383	0.55	4.00283100195692e-07	3.25879943347366e-62	1.0281250406789e-08
chr5	36720515	36721079	OD_hyper	OD_hyper	565	5	78.3168942423057	0.6224	0.9253	0.5989	0.9335	0.5515	0.9342	1.79174559205961e-20	1.74094192318031e-59	7.79133716884419e-78
chr2	21207424	21207695	OD_hyper	OD_hyper	272	6	78.3127574319947	0.612	0.8763	0.6688	0.9072	0.5678	0.8713	1.59238248826592e-29	5.41869822073891e-59	8.74676468822621e-24
chr9	89799599	89800439	OD_hyper	OD_hyper	841	7	78.3006310093246	0.6474	0.8594	0.6344	0.8838	0.5957	0.9375	2.7434826175206e-10	1.45272079945322e-14	9.8255195625895e-55
chr6	143007036	143007716	OD_hyper	OD_hyper	681	5	78.297509265457	0.3441	0.7712	0.4801	0.8427	0.2772	0.8354	1.11448593431115e-13	3.40054195340514e-72	2.32556480698528e-42
chr15	93467168	93468015	OD_hyper	OD_hyper	848	8	78.2872459821911	0.4333	0.6643	0.5573	0.8508	0.5362	0.7922	3.73736031481446e-16	6.88863726135467e-13	5.56354281364089e-23
chr2	210442434	210444002	OD_hyper	OD_hyper	1569	10	78.2796919044188	0.2268	0.4141	0.2155	0.404	0.1348	0.3418	9.78827212874907e-29	1.52314095441751e-14	2.83980303429327e-62
chr9	87606227	87606401	OD_hyper	OD_hyper	175	5	78.2633828221293	0.0872	0.3701	0.1401	0.5849	0.1982	0.5927	3.34580715944909e-23	6.92725961071916e-30	1.19897089054272e-15
chr16	11188587	11189084	OD_hyper	OD_hyper	498	6	78.2587276801307	0.5884	0.886	0.5532	0.87	0.574	0.9037	3.88977471576841e-13	1.30549996385534e-30	6.15392578454574e-79
chr19	19164465	19164743	OD_hyper	OD_hyper	279	7	78.2494641824045	0.679	0.9275	0.6129	0.9042	0.4895	0.9217	4.0001846559008e-13	3.46513233597396e-24	5.62207620735548e-16
chr8	68162473	68162822	OD_hyper	OD_hyper	350	5	78.2373552602907	0.6949	0.9571	0.6375	0.9446	0.6102	0.9138	3.18261033406697e-15	6.00102454852047e-92	2.23709225420765e-19
chr11	77965598	77966592	OD_hyper	OD_hyper	995	7	78.2270208381066	0.6667	0.9561	0.7911	0.9489	0.7827	0.9464	4.39703097867645e-13	2.22168849115392e-89	1.61029749878272e-20
chr17	36910224	36910615	OD_hyper	OD_hyper	392	8	78.2117298334685	0.5368	0.8167	0.6451	0.8502	0.6898	0.9307	3.38107072157698e-11	1.93537219256519e-15	4.99536538986655e-24
chr10	79367393	79367643	OD_hyper	OD_hyper	251	5	78.1939356462484	0.4938	0.9257	0.5112	0.8556	0.5885	0.9515	1.45209739234675e-12	4.06429946539878e-69	1.56139966504667e-81
chr2	8872522	8872935	OD_hyper	OD_hyper	414	7	78.1881595901475	0.6832	0.9285	0.6966	0.9301	0.736	0.903	7.40797142382161e-12	5.13192518089202e-24	2.82664911105588e-10
chr20	48745011	48745794	OD_hyper	OD_hyper	784	6	78.1655184892329	0.5269	0.9434	0.6853	0.9606	0.6346	0.946	4.09068388585823e-13	1.23003270560974e-76	4.93676236531375e-73
chr2	120533992	120535181	OD_hyper	OD_hyper	1190	9	78.1639673743873	0.7349	0.9529	0.7553	0.9295	0.5162	0.9636	4.5991609664424e-11	1.12868768003123e-42	2.16122231522978e-166
chr11	114065151	114065659	OD_hyper	OD_hyper	509	7	78.1577733724319	0.3484	0.6523	0.3757	0.5953	0.2913	0.8481	3.04332321999774e-18	4.85623926722414e-41	7.60299400525592e-241
chr4	148603805	148604451	OD_hyper	OD_hyper	647	7	78.1478471612178	0.1976	0.4006	0.2442	0.5349	0.1224	0.3626	1.41642517174036e-20	7.40268278059073e-43	5.8843243535555e-44
chr2	101525805	101526381	OD_hyper	OD_hyper	577	7	78.1354666580933	0.1225	0.3942	0.1135	0.4954	0.3648	0.6929	7.38905570815544e-91	7.73691094426394e-26	2.79504881431657e-35
chr17	17788156	17788966	OD_hyper	OD_hyper	811	10	78.1225422022828	0.4591	0.6115	0.5393	0.7559	0.6552	0.888	1.13380880518594e-32	3.29934975710127e-22	2.15609526965565e-42
chr11	123397147	123399655	OD_hyper	OD_hyper	2509	9	78.1006482012987	0.2314	0.4571	0.3876	0.6588	0.2275	0.5521	9.01697691471898e-19	7.11142985218118e-22	5.11844731817822e-32
chr15	25277006	25278392	OD_hyper	OD_hyper	1387	6	78.0890542435566	0.5138	0.7846	0.4698	0.7288	0.4391	0.7056	7.29527174483652e-38	1.27993673322627e-78	1.70017770113563e-79
chr16	2145283	2145515	OD_hyper	OD_hyper	233	5	78.0730924446187	0.4538	0.9586	0.5979	0.9164	0.5866	0.9327	0.000239970464004133	4.83456317207065e-44	3.05657085447925e-23
chr9	81477260	81477970	OD_hyper	OD_hyper	711	6	78.072806320391	0.6249	0.9217	0.7526	0.9205	0.4588	0.9517	3.00099994572544e-09	1.06132058105785e-64	6.83798636890779e-133
chr2	153478177	153478972	OD_hyper	OD_hyper	796	8	78.0722660069246	0.6345	0.8407	0.6214	0.8244	0.4834	0.8351	6.66755646912425e-12	7.99986471792934e-18	2.67987028558214e-34
chr6	157430510	157430696	OD_hyper	OD_hyper	187	4	78.0287908633997	0.3437	0.8853	0.4155	0.7884	0.6659	0.8604	7.87989115211721e-24	1.07211758121213e-104	1.07121794438803e-14
chr20	19861387	19862197	OD_hyper	OD_hyper	811	6	78.01833673387	0.7125	0.956	0.7472	0.9504	0.6228	0.881	1.02035080927956e-26	3.26959115251252e-41	3.65355390775033e-35
chr12	13816822	13818978	OD_hyper	OD_hyper	2157	5	78.0127732892187	0.5063	0.8483	0.5757	0.8537	0.4204	0.6616	1.90353732692208e-21	5.00634300179046e-98	6.24689646981484e-62
chr2	8360383	8360859	OD_hyper	OD_hyper	477	7	78.0013596459327	0.5603	0.8442	0.6139	0.8257	0.6289	0.8955	3.31361481148463e-08	1.83417324855918e-30	2.00166556686232e-25
